Case,Cone_Angle,Omega_RPM,Pitch_Angle,Vz_ms,Avg_Fpx,Avg_Fpy,Avg_Fpz,Avg_Mpx,Avg_Mpy,Avg_Mpz,Cd,Cl,CmPitch,CmRoll,CmYaw,Cs
# Case,nve Cone,Omega_RPM,Pitch_Angle,Vz_ms,Avg_Fpx,Avg_Fpy,Avg_Fpz,Avg_Mpx,Avg_Mpy,Avg_Mpz,Cd,Cl,CmPitch,CmRoll,CmYaw,Cs
9_135_3,9,135,3,1,-0.00444148,0.00035593,0.030354339,-0.000258942,-0.001980026,-2.28E-05,3.30051,-0.4487543,2.839506,-0.07086423,-0.358429,-0.01365032
1_150_1,1,150,1,1,-0.0005741,0.001572251,0.030326854,-0.000171135,-0.002073971,7.56E-05,3.286497,-0.02550542,2.966703,0.06152804,-0.2378072,-0.1412607
3_225_-3,3,225,-3,1,-0.000911158,0.002259728,0.030303486,-0.000112959,-0.002151367,0.000130133,3.302638,-0.07830165,3.10254,0.0944756,-0.1533445,-0.1888771
11_150_0,11,150,0,1,-0.005153483,0.001660108,0.030290073,-0.000247143,-0.00201442,4.93E-05,3.300023,-0.5313471,2.897302,0.02474942,-0.3400662,-0.1505108
3_180_-3,3,180,-3,1,-0.001115093,0.002736252,0.03020447,-0.00014272,-0.002030987,0.000158393,3.288225,-0.09270938,2.923651,0.168727,-0.1981088,-0.2610334
10_180_5,-10,180,5,1,0.005817235,-0.000834211,0.030180796,-8.60E-05,-0.002190726,-9.21E-05,3.252407,0.6496372,3.114947,-0.1830161,-0.1249341,0.1136367
10_210_3,-10,210,3,1,0.006031893,0.000134137,0.030173911,-1.99E-05,-0.002288197,-4.43E-05,3.255039,0.6714326,3.258476,-0.1373715,-0.03466773,0.02128548
7_150_0,7,150,0,1,-0.003159318,0.001716898,0.030165825,-0.000220802,-0.002018177,7.53E-05,3.281896,-0.3134821,2.899589,0.06083641,-0.3053403,-0.1555275
9_150_0,9,150,0,1,-0.004128638,0.001680393,0.030164157,-0.000234569,-0.002011584,6.21E-05,3.283794,-0.4199911,2.891583,0.04213038,-0.3234033,-0.1517837
5_210_0,-5,210,0,1,0.003050229,0.001506924,0.030164116,-5.73E-05,-0.002220005,7.09E-05,3.264394,0.3539104,3.173767,0.01554051,-0.08348052,-0.1140296
1_255_-3,1,255,-3,1,6.67E-06,0.002209274,0.030160678,-6.48E-05,-0.002160942,0.00011541,3.288223,0.0201537,3.118631,0.05089115,-0.0871126,-0.169934
11_240_-5,11,240,-5,1,-0.004513211,0.002657385,0.030135663,-0.000203913,-0.002094024,0.000147894,3.295336,-0.4808522,3.036346,0.1079083,-0.2678723,-0.2190617
9_255_-5,9,255,-5,1,-0.00347729,0.002591159,0.030135423,-0.000184781,-0.002086213,0.000143569,3.296551,-0.3715745,3.028549,0.08688243,-0.2419008,-0.2035674
5_175_-3,5,175,-3,1,-0.001995021,0.002771194,0.030063618,-0.000166704,-0.00201833,0.000153749,3.275233,-0.1900148,2.907946,0.1637897,-0.2305752,-0.2656783
1_135_5,1,135,5,1,-0.000827108,-0.000570986,0.030057354,-0.000207037,-0.002025748,-5.98E-05,3.250573,-0.04963242,2.888987,-0.1216065,-0.2877631,0.08302337
7_135_3,7,135,3,1,-0.003471976,0.000396704,0.029998109,-0.000244255,-0.001969617,-1.11E-05,3.258639,-0.3433052,2.822774,-0.05490041,-0.3382929,-0.01792903
5_195_-3,5,195,-3,1,-0.001850443,0.002390435,0.029967921,-0.000147942,-0.002076441,0.000149051,3.267045,-0.1771501,2.994643,0.1422084,-0.2021563,-0.2148054
5_150_0,5,150,0,1,-0.002202002,0.001818702,0.029948275,-0.000202107,-0.002015818,8.64E-05,3.255006,-0.2084683,2.89339,0.0754502,-0.2799393,-0.1657934
7_270_-5,7,270,-5,1,-0.002445634,0.002535924,0.029898177,-0.00015745,-0.002060336,0.00013795,3.272602,-0.262809,2.994991,0.06431705,-0.2050435,-0.1895418
5_285_-5,5,285,-5,1,-0.001490012,0.002451151,0.02981016,-0.000134223,-0.002055072,0.000121017,3.263833,-0.160565,2.988584,0.02997734,-0.1759227,-0.1754096
11_300_-7,11,300,-7,1,-0.004602812,0.002519256,0.029783709,-0.000225791,-0.002019064,9.50E-05,3.268627,-0.5072462,2.950475,-0.02337623,-0.2864383,-0.1658232
3_210_-3,3,210,-3,1,-0.000950875,0.002304244,0.029744378,-0.000116903,-0.002094055,0.00013908,3.241051,-0.08024995,3.018642,0.117916,-0.1597191,-0.2005437
3_150_0,3,150,0,1,-0.001280751,0.001859875,0.029728906,-0.000187138,-0.002004232,9.39E-05,3.228064,-0.1066953,2.87434,0.08695777,-0.2602026,-0.1710517
3_175_-3,3,175,-3,1,-0.001129966,0.002701045,0.029695594,-0.000142962,-0.001988539,0.000157468,3.232563,-0.09472156,2.86242,0.1697772,-0.1986555,-0.2586528
1_240_-3,1,240,-3,1,-4.87E-05,0.002236112,0.02969507,-7.19E-05,-0.002119551,0.000122883,3.236041,0.01641718,3.056748,0.07328704,-0.09773688,-0.180156
1_150_0,1,150,0,1,-0.000531467,0.001885091,0.029661921,-0.000168489,-0.002014784,0.000101555,3.21646,-0.02372393,2.885015,0.09842047,-0.23492,-0.1747138
11_120_5,11,120,5,1,-0.005499751,-0.000497971,0.029656488,-0.000284767,-0.001880153,-9.43E-05,3.227386,-0.5604218,2.694102,-0.1638895,-0.396099,0.07215943
11_195_-5,11,195,-5,1,-0.004610812,0.003055838,0.029647245,-0.000189589,-0.001989369,0.000170475,3.241235,-0.4810768,2.878967,0.1778515,-0.2558827,-0.2860758
11_225_-5,11,225,-5,1,-0.004521137,0.002712287,0.029643433,-0.00019432,-0.002054875,0.00015447,3.240944,-0.4783619,2.976899,0.1313519,-0.2574144,-0.2344803
9_240_-5,9,240,-5,1,-0.003478453,0.002640749,0.029632914,-0.000177522,-0.002049751,0.00015127,3.240547,-0.3679194,2.972483,0.1134619,-0.2345821,-0.2192994
5_135_3,5,135,3,1,-0.002525049,0.000437252,0.029583773,-0.00023182,-0.001962119,-7.23E-07,3.210091,-0.2393757,2.80917,-0.04218566,-0.3212958,-0.02061687
11_300_3,11,300,3,1,-0.004212237,-0.00188439,0.029532848,-0.000397619,-0.002829474,-0.00032892,3.192469,-0.4223745,4.040003,-0.6490802,-0.5160819,0.3340749
5_195_0,-5,195,0,1,0.002942306,0.00149391,0.029505293,-7.27E-05,-0.00213513,8.33E-05,3.19273,0.3423934,3.052058,0.04403145,-0.1048961,-0.1193539
11_150_-1,11,150,-1,1,-0.004963614,0.002018934,0.029462252,-0.000235089,-0.001953623,7.78E-05,3.211455,-0.512812,2.812326,0.06543774,-0.3234048,-0.1890084
9_120_5,9,120,5,1,-0.004541458,-0.000528297,0.029428146,-0.000274757,-0.001868737,-8.15E-05,3.198625,-0.4568181,2.675879,-0.1474537,-0.3820946,0.07664537
3_135_3,3,135,3,1,-0.001650588,0.000488391,0.029394843,-0.00021583,-0.001969797,1.07E-05,3.185624,-0.1423238,2.816796,-0.02730106,-0.2994806,-0.02492733
10_195_3,-10,195,3,1,0.005789569,0.000125944,0.029384497,-3.99E-05,-0.002184603,-2.78E-05,3.169999,0.645215,3.111042,-0.1043654,-0.06206079,0.01658516
9_150_-1,9,150,-1,1,-0.003954626,0.002038895,0.029381356,-0.000222597,-0.00195282,9.01E-05,3.200577,-0.4028807,2.809786,0.08225766,-0.3069833,-0.1905183
7_150_-1,7,150,-1,1,-0.003003075,0.002101125,0.02937998,-0.000207105,-0.001954886,0.000102183,3.198345,-0.2980239,2.811209,0.0993692,-0.2864679,-0.1970814
1_180_-3,1,180,-3,1,-0.000314079,0.002641336,0.029351241,-0.000119382,-0.00198025,0.000158697,3.191835,-0.002576785,2.847318,0.1688912,-0.1668576,-0.2502803
11_180_-5,11,180,-5,1,-0.004686756,0.003303569,0.029337661,-0.000194358,-0.001941361,0.000174221,3.20673,-0.4860409,2.807682,0.1931633,-0.2649519,-0.3215486
7_255_-5,7,255,-5,1,-0.002415654,0.002593848,0.029335395,-0.000153294,-0.002018649,0.000148013,3.210163,-0.2558446,2.932026,0.09386891,-0.2016,-0.2057739
5_150_-1,5,150,-1,1,-0.002131895,0.002152669,0.02931565,-0.00019413,-0.001956226,0.00011162,3.188296,-0.2025219,2.810972,0.1130031,-0.2695227,-0.2033536
5_270_-5,5,270,-5,1,-0.001493479,0.002502758,0.02929398,-0.000131119,-0.00201848,0.000132555,3.206147,-0.1571163,2.932756,0.06163622,-0.173379,-0.1908331
3_195_-3,3,195,-3,1,-0.000999703,0.002352694,0.029288541,-0.00012378,-0.002033791,0.00014851,3.190572,-0.08347961,2.930586,0.14183,-0.1702965,-0.2124451
1_225_-3,1,225,-3,1,-0.00010323,0.00228594,0.029258729,-8.00E-05,-0.002078761,0.000132136,3.187204,0.01297638,2.995957,0.09777158,-0.1097075,-0.1925586
5_180_0,-5,180,0,1,0.002802172,0.001399426,0.029253726,-9.12E-05,-0.002051638,9.49E-05,3.165085,0.3265196,2.932285,0.07249326,-0.1305852,-0.1146797
9_225_-5,9,225,-5,1,-0.003511884,0.002695923,0.029179873,-0.000170134,-0.002014436,0.0001581,3.190208,-0.3682083,2.918575,0.1365495,-0.2265318,-0.2341641
3_300_-5,3,300,-5,1,-0.000556043,0.002284771,0.029153566,-9.35E-05,-0.001997031,9.55E-05,3.194117,-0.06001334,2.907524,-0.01595312,-0.1228027,-0.152999
11_210_-5,11,210,-5,1,-0.004496171,0.002776011,0.029119358,-0.000187259,-0.002005619,0.000161531,3.183749,-0.4726525,2.904137,0.1532544,-0.249964,-0.2493106
1_175_-3,1,175,-3,1,-0.000344193,0.002702349,0.029097604,-0.000121375,-0.001957353,0.000159357,3.163743,-0.005401445,2.813793,0.1730719,-0.1698033,-0.2591906
1_135_3,1,135,3,1,-0.000733351,0.000493082,0.029082009,-0.000194247,-0.001954386,1.07E-05,3.148034,-0.04313804,2.7913,-0.02180341,-0.2705516,-0.03099199
9_180_-5,9,180,-5,1,-0.00370181,0.003269984,0.029023207,-0.000176933,-0.00191607,0.000179136,3.170907,-0.3789331,2.770524,0.1999803,-0.2422364,-0.3183987
11_285_-7,11,285,-7,1,-0.004463099,0.002654679,0.029000555,-0.000212789,-0.001958898,0.000116212,3.182544,-0.4902983,2.861849,0.01929393,-0.2706262,-0.1888185
11_135_1,11,135,1,1,-0.005160459,0.001203617,0.028992501,-0.000253977,-0.001875174,1.86E-05,3.1576,-0.5308304,2.694418,-0.01157114,-0.3514359,-0.1068818
7_120_5,7,120,5,1,-0.003594296,-0.000543046,0.028980744,-0.000260345,-0.001844937,-7.00E-05,3.145955,-0.3548705,2.639617,-0.1323474,-0.3620696,0.0788146
3_150_-1,3,150,-1,1,-0.001223209,0.00214426,0.028961135,-0.000175839,-0.001929103,0.000115793,3.1464,-0.1035031,2.768913,0.1192223,-0.2449231,-0.2034817
9_300_5,9,300,5,1,-0.003541878,-0.002994396,0.028948202,-0.000401804,-0.003028637,-0.000446749,3.116045,-0.3383867,4.308678,-0.8156439,-0.5254443,0.4554864
7_240_-5,7,240,-5,1,-0.002467239,0.002643017,0.028939987,-0.000148963,-0.001991615,0.000154955,3.165455,-0.2575707,2.889263,0.1189619,-0.1978079,-0.2210189
11_175_-5,11,175,-5,1,-0.00465546,0.003302395,0.028921339,-0.000194379,-0.001907773,0.000173791,3.161113,-0.4822733,2.75883,0.1953885,-0.2656182,-0.323495
1_150_-1,1,150,-1,1,-0.000480505,0.002135378,0.028895625,-0.000154377,-0.001938947,0.000122448,3.135024,-0.01968434,2.778543,0.130395,-0.2156885,-0.2036975
5_255_-5,5,255,-5,1,-0.001552682,0.002551018,0.028892561,-0.00012806,-0.001992631,0.000141699,3.160612,-0.1597071,2.891812,0.08949314,-0.1707788,-0.205629
1_210_-3,1,210,-3,1,-0.00016575,0.002346329,0.028833043,-8.79E-05,-0.002033231,0.000142129,3.139567,0.008573592,2.928489,0.1227558,-0.1212799,-0.2058549
9_300_-7,9,300,-7,1,-0.003508788,0.002494003,0.028822542,-0.000190343,-0.001930085,9.90E-05,3.164906,-0.3890437,2.823239,-0.01698422,-0.2425515,-0.1658556
11_120_3,11,120,3,1,-0.005328952,0.000424336,0.02882112,-0.000269178,-0.00181167,-3.49E-05,3.138004,-0.5447759,2.599052,-0.07941148,-0.3747394,-0.02824177
9_135_1,9,135,1,1,-0.004207431,0.001180144,0.028807001,-0.000241115,-0.001868525,3.14E-05,3.134638,-0.4276527,2.683757,0.005831022,-0.3340824,-0.1028948
5_210_-1,-5,210,-1,1,0.002871763,0.001924216,0.02872341,-4.29E-05,-0.002086977,0.000103146,3.112077,0.3340735,2.9884,0.05940224,-0.06423353,-0.155784
3_285_-5,3,285,-5,1,-0.000564644,0.002367099,0.028690253,-9.36E-05,-0.001965106,0.000110801,3.142198,-0.05732388,2.858607,0.02040851,-0.1241571,-0.1711505
9_210_-5,9,210,-5,1,-0.003509877,0.002753851,0.028683161,-0.000165264,-0.001968465,0.000164896,3.135656,-0.365049,2.850391,0.1576187,-0.2216581,-0.2479716
7_180_-5,7,180,-5,1,-0.002766404,0.003210642,0.02868272,-0.000157774,-0.001885581,0.000182206,3.132203,-0.2770355,2.725659,0.2047027,-0.2171726,-0.3126175
10_180_3,-10,180,3,1,0.005459403,6.49E-05,0.028667395,-5.90E-05,-0.002067793,-1.48E-05,3.093441,0.6078973,2.944926,-0.07579549,-0.08808327,0.02009465
9_175_-5,9,175,-5,1,-0.003684555,0.003272828,0.028625768,-0.000177837,-0.001885024,0.000178626,3.127291,-0.3766611,2.725298,0.2021044,-0.2440537,-0.3207838
7_225_-5,7,225,-5,1,-0.002552615,0.002683271,0.028585201,-0.000143139,-0.001964746,0.000160473,3.125264,-0.2635128,2.847024,0.1399891,-0.1915371,-0.2340547
5_240_-5,5,240,-5,1,-0.001637818,0.002593528,0.028526334,-0.000123413,-0.00196765,0.000149339,3.118816,-0.1654485,2.852089,0.1136996,-0.1657236,-0.218957
5_120_5,5,120,5,1,-0.002700112,-0.000507537,0.028498923,-0.000244809,-0.001824501,-6.16E-05,3.089914,-0.2577172,2.607732,-0.1209621,-0.3405279,0.07509828
9_120_3,9,120,3,1,-0.004391902,0.000336013,0.028484332,-0.000258323,-0.001794489,-2.42E-05,3.097673,-0.443848,2.572838,-0.06599591,-0.3596412,-0.01686395
1_195_-3,1,195,-3,1,-0.000239985,0.002387331,0.028473885,-9.63E-05,-0.001982675,0.000151296,3.099038,0.002659866,2.853785,0.1463063,-0.1336477,-0.2169644
9_195_-5,9,195,-5,1,-0.003526892,0.00283565,0.02841178,-0.000164688,-0.001921736,0.000173102,3.10566,-0.3639499,2.781505,0.1800826,-0.2227783,-0.2636539
7_135_1,7,135,1,1,-0.003232447,0.001200079,0.028406434,-0.000227007,-0.001859603,4.20E-05,3.088488,-0.321214,2.669274,0.01943556,-0.3147018,-0.1032148
5_180_-5,5,180,-5,1,-0.001893611,0.003127737,0.028357637,-0.000140199,-0.001861851,0.000184197,3.094599,-0.1811892,2.689422,0.2084328,-0.1942377,-0.3043668
3_270_-5,3,270,-5,1,-0.000610319,0.0024368,0.028309836,-9.42E-05,-0.001941338,0.000123394,3.098819,-0.05864726,2.820765,0.05280011,-0.1261174,-0.1878716
7_175_-5,7,175,-5,1,-0.002763145,0.003222021,0.028306891,-0.000159279,-0.001857466,0.000181885,3.09085,-0.2763022,2.684584,0.2071178,-0.2197228,-0.3158833
11_270_-7,11,270,-7,1,-0.004327311,0.002783587,0.028254421,-0.000201057,-0.001901254,0.000136221,3.100234,-0.4736331,2.77657,0.06022202,-0.2567307,-0.2112285
5_135_1,5,135,1,1,-0.002327704,0.001201553,0.028237543,-0.000214146,-0.001859812,5.49E-05,3.067065,-0.2219351,2.6671,0.03606791,-0.2973604,-0.1011477
11_135_0,11,135,0,1,-0.005008576,0.00158506,0.028197977,-0.000241531,-0.001817109,4.50E-05,3.072247,-0.5165141,2.613309,0.02546259,-0.3340585,-0.1477187
3_120_5,3,120,5,1,-0.001833825,-0.000569846,0.028173351,-0.000229195,-0.001812554,-5.56E-05,3.050321,-0.1631643,2.587508,-0.1123323,-0.319172,0.08127698
7_210_-5,7,210,-5,1,-0.002577841,0.002728183,0.02815151,-0.000140998,-0.001924559,0.00016663,3.077193,-0.2632567,2.786926,0.1600261,-0.1901373,-0.2462543
3_135_1,3,135,1,1,-0.001438333,0.001304329,0.028150901,-0.000198634,-0.001866104,6.60E-05,3.054311,-0.1243734,2.673396,0.05321094,-0.2767201,-0.1141712
9_285_-7,9,285,-7,1,-0.003410592,0.002635568,0.028149006,-0.000179432,-0.001880481,0.000120451,3.09045,-0.3764494,2.749523,0.02618806,-0.2293017,-0.1895574
5_225_-5,5,225,-5,1,-0.001695567,0.002637413,0.028146375,-0.000120874,-0.001937466,0.000156554,3.075972,-0.1686075,2.805713,0.135767,-0.1634408,-0.2313604
5_195_-1,-5,195,-1,1,0.002783618,0.0019113,0.028137301,-5.84E-05,-0.002010982,0.000114053,3.048151,0.324157,2.879213,0.0853943,-0.08568916,-0.1611287
9_150_-3,9,150,-3,1,-0.003757619,0.002698417,0.028118293,-0.000200899,-0.001842826,0.000138348,3.067236,-0.3823909,2.657088,0.1547376,-0.277867,-0.2643841
1_135_1,1,135,1,1,-0.000681838,0.001388833,0.028106889,-0.000174369,-0.001877432,7.34E-05,3.045425,-0.0402495,2.685262,0.06552611,-0.2433086,-0.1256089
11_150_-3,11,150,-3,1,-0.004674455,0.002674797,0.028104961,-0.000214519,-0.001848136,0.000128547,3.067806,-0.4823943,2.665884,0.1407406,-0.2957192,-0.2613668
5_175_-5,5,175,-5,1,-0.001901952,0.003149157,0.0280761,-0.000143371,-0.001839567,0.000184421,3.063501,-0.1816155,2.656674,0.2116255,-0.1990388,-0.3084872
1_210_-3,-1,210,-3,1,0.00051146,0.002445945,0.028047895,-4.85E-05,-0.001990353,0.000140421,3.049925,0.08800414,2.862044,0.1185135,-0.06779973,-0.2144261
1_300_-5,1,300,-5,1,0.000147036,0.002185015,0.028007094,-5.10E-05,-0.00191523,8.00E-05,3.068715,0.02344821,2.787575,-0.03010411,-0.06799923,-0.147368
3_255_-5,3,255,-5,1,-0.000688436,0.002506542,0.027975795,-9.41E-05,-0.001921559,0.000135021,3.060351,-0.06369202,2.788542,0.08269267,-0.1268069,-0.20391
10_210_1,-10,210,1,1,0.005493184,0.001054441,0.027963085,-6.34E-06,-0.002090392,2.70E-05,3.021187,0.6116708,2.983114,-0.04354822,-0.01812082,-0.06963194
7_120_3,7,120,3,1,-0.003461444,0.000326229,0.027958663,-0.000244961,-0.001767268,-1.37E-05,3.037005,-0.343664,2.532119,-0.05253895,-0.3409919,-0.01508953
7_150_-3,7,150,-3,1,-0.002875786,0.002712636,0.027945137,-0.00018646,-0.001827279,0.000144758,3.046202,-0.2860305,2.633154,0.1644494,-0.2589812,-0.267389
9_135_0,9,135,0,1,-0.004029268,0.001564721,0.027928187,-0.000229667,-0.001809932,5.72E-05,3.040213,-0.4105981,2.601659,0.04165809,-0.3179738,-0.1433993
5_180_-1,-5,180,-1,1,0.002661071,0.001828294,0.027908164,-7.77E-05,-0.001941899,0.000125414,3.022414,0.3105105,2.779529,0.1124134,-0.1125521,-0.1586982
7_135_0,7,135,0,1,-0.003119955,0.001542015,0.027825799,-0.000220642,-0.001815329,6.94E-05,3.026992,-0.3109663,2.608115,0.05838587,-0.3063275,-0.139684
7_300_-7,7,300,-7,1,-0.002475514,0.002433549,0.027798392,-0.000153754,-0.001839984,9.93E-05,3.05429,-0.2776047,2.693987,-0.0151367,-0.1969412,-0.1628109
11_120_1,11,120,1,1,-0.00514865,0.001190773,0.02777607,-0.00025262,-0.00172834,1.82E-05,3.025388,-0.5290585,2.482638,-0.004002491,-0.3519151,-0.1114499
7_195_-5,7,195,-5,1,-0.002598983,0.002782923,0.027775732,-0.000141946,-0.001878148,0.000173914,3.035475,-0.2627604,2.718209,0.1809446,-0.1930072,-0.2589796
5_210_-5,5,210,-5,1,-0.001731046,0.002687432,0.027731914,-0.000120957,-0.001898615,0.000163979,3.029766,-0.1695453,2.747563,0.1573111,-0.1647055,-0.2438129
5_150_-3,5,150,-3,1,-0.002024049,0.002695805,0.027721326,-0.000173896,-0.00181767,0.000149744,3.018729,-0.1931589,2.617168,0.1720455,-0.2425637,-0.2665326
1_195_-3,-1,195,-3,1,0.000463188,0.002482785,0.027716814,-6.28E-05,-0.00194532,0.000151391,3.012328,0.08389104,2.795266,0.1443878,-0.08809124,-0.2245835
