Case,Cone_Angle,Omega_RPM,Pitch_Angle,Vz_ms,Avg_Fpx,Avg_Fpy,Avg_Fpz,Avg_Mpx,Avg_Mpy,Avg_Mpz,Cd,Cl,CmPitch,CmRoll,CmYaw,Cs,,,,,,,
5_540_0,5,540,0,3.5,-0.0256096,0.024802073,0.378752668,-0.002556292,-0.02571638,0.001206657,,,,,,,,,,,,,
5_540_0,5,540,0,3.25,-0.022295971,0.021260795,0.34162258,-0.002213456,-0.023392274,0.00099655,,,,,,,,,,,,,
5_540_0,5,540,0,3,-0.019159114,0.017354401,0.30552463,-0.00187954,-0.021146515,0.000827105,,,,,,,,,,,,,
5_540_0,5,540,0,2.75,-0.015998169,0.014345344,0.268799397,-0.001552854,-0.018901553,0.000652661,,,,,,,,,,,,,
5_540_0,5,540,0,2.5,-0.012312833,0.009765718,0.219535215,-0.001150211,-0.016055216,0.000461235,,,,,,,,,,,,,
5_540_0,5,540,0,2.25,-0.010075271,0.007158235,0.185450495,-0.000921686,-0.013778284,0.000256786,,,,,,,,,,,,,
5_540_0,5,540,0,2,-0.008245211,0.004972036,0.155597136,-0.000743064,-0.011706706,9.33E-05,,,,,,,,,,,,,
5_562.5_0,5,562.5,0,2.5,-0.01229715,0.009462009,0.22282485,-0.001140745,-0.016408756,0.000410047,3.857735,-0.1976701,3.75541,0.02937029,-0.2499696,-0.1217769,,,,,,,
5_570_0,5,570,0,2,-0.008351876,0.004727907,0.161234229,-0.000757666,-0.012177978,4.40E-05,4.363197,-0.2116332,4.357451,-0.09296775,-0.2536413,-0.057052,,,,,,,
5_570_0,5,570,0,3.5,-0.0256624,0.025319938,0.391442567,-0.002559561,-0.026787515,0.001176414,,,,,,,,,,,,,
5_570_0,5,570,0,3.25,-0.022400604,0.020613773,0.353419333,-0.002214609,-0.024346983,0.000991287,,,,,,,,,,,,,
5_570_0,5,570,0,3,-0.019079521,0.017048056,0.314100279,-0.001863395,-0.021956724,0.000799251,,,,,,,,,,,,,
5_570_0,5,570,0,2.75,-0.015076791,0.012257776,0.263620482,-0.001417488,-0.019072204,0.000628138,,,,,,,,,,,,,
5_570_0,5,570,0,2.5,-0.01230276,0.009352589,0.223996601,-0.001138881,-0.016527514,0.000392563,,,,,,,,,,,,,
5_570_0,5,570,0,2.25,-0.010196422,0.006774299,0.190233326,-0.000926139,-0.014221285,0.000194601,,,,,,,,,,,,,
5_570_0,5,570,0,2,-0.008351876,0.004727907,0.161234229,-0.000757666,-0.012177978,4.40E-05,,,,,,,,,,,,,
5_573.75_0,5,573.75,0,2.25,-0.01021608,0.006728599,0.190870368,-0.000926996,-0.014278619,0.00018703,4.080308,-0.2037625,4.035501,-0.03167718,-0.2480597,-0.08878598,,,,,,,
5_577.5_0,5,577.5,0,2.75,-0.014928931,0.012134493,0.263707685,-0.001406201,-0.019162461,0.000606439,3.772215,-0.1981483,3.623489,0.06032135,-0.2562873,-0.1381047,,,,,,,
5_585_0,5,585,0,3,-0.018972808,0.017064537,0.3180397,-0.001846967,-0.022346211,0.000785397,3.821646,-0.2113961,3.549312,0.07963019,-0.2850254,-0.1751078,,,,,,,
5_600.0_0,5,600,0,2.5,-0.01236471,0.008898535,0.228881377,-0.001136573,-0.017002897,0.000321187,3.962162,-0.1996699,3.891235,0.001064263,-0.2479797,-0.1068274,,,,,,,
5_600_0,5,600,0,2,-0.008330342,0.00437145,0.165747302,-0.000777251,-0.012577734,-1.42E-05,4.484883,-0.2119593,4.500536,-0.1246888,-0.2591897,-0.04017114,,,,,,,
5_600_0,5,600,0,3.5,-0.025805389,0.024355509,0.40384773,-0.002569287,-0.027740867,0.00116133,,,,,,,,,,,,,
5_600_0,5,600,0,3.25,-0.022285002,0.020497697,0.362460314,-0.002184565,-0.025232718,0.000960299,,,,,,,,,,,,,
5_600_0,5,600,0,3,-0.018600226,0.017121745,0.319639643,-0.001803382,-0.02267942,0.00077439,,,,,,,,,,,,,
5_600_0,5,600,0,2.75,-0.014808221,0.01180163,0.266510863,-0.001387539,-0.019524255,0.000549182,,,,,,,,,,,,,
5_600_0,5,600,0,2.5,-0.01236471,0.008898535,0.228881377,-0.001136573,-0.017002897,0.000321187,,,,,,,,,,,,,
5_600_0,5,600,0,2.25,-0.010332941,0.006430226,0.195482859,-0.00093517,-0.014687901,0.000135707,,,,,,,,,,,,,
5_600_0,5,600,0,2,-0.008330342,0.00437145,0.165747302,-0.000777251,-0.012577734,-1.42E-05,,,,,,,,,,,,,
5_607.5_0,5,607.5,0,2.25,-0.010348962,0.006348118,0.196816666,-0.000938233,-0.01480505,0.000121182,4.206896,-0.207276,4.184063,-0.05955808,-0.2499723,-0.07455776,,,,,,,
5_618.75_0,5,618.75,0,2.75,-0.014795905,0.011516398,0.269553599,-0.001379157,-0.019847398,0.000501373,3.85552,-0.1972354,3.752915,0.03294299,-0.2501959,-0.1243408,,,,,,,
5_630_0,5,630,0,3,-0.017689941,0.01452891,0.31388356,-0.001672931,-0.022802518,0.000729532,3.771722,-0.1978828,3.622166,0.06356355,-0.2565459,-0.1403941,,,,,,,
5_637.5_0,5,637.5,0,2.5,-0.012537413,0.008366625,0.235542391,-0.001142166,-0.017617713,0.000234527,4.077003,-0.2033385,4.031743,-0.02714694,-0.2481547,-0.09213908,,,,,,,
5_641.25_0,5,641.25,0,2.25,-0.010463536,0.006039091,0.203933982,-0.000956096,-0.015398261,5.83E-05,4.358527,-0.2104046,4.351578,-0.08695118,-0.2537036,-0.06157906,,,,,,,
5_660.0_0,5,660,0,2.75,-0.014872995,0.010829858,0.276823214,-0.001372908,-0.020561362,0.000392979,3.959087,-0.1991425,3.887773,0.004751766,-0.2480219,-0.1095065,,,,,,,
5_675_0,5,675,0,3,-0.017507049,0.013772746,0.320664549,-0.00163883,-0.02360727,0.000602275,3.852896,-0.1966567,3.749919,0.03606709,-0.2501886,-0.1265291,,,,,,,
5_675.0_0,5,675,0,2.5,-0.012669806,0.00789552,0.242808199,-0.001155264,-0.018260549,0.000152808,4.202277,-0.2062954,4.178666,-0.05477482,-0.2499417,-0.07811356,,,,,,,
5_675.0_0,5,675,0,2.25,-0.01043325,0.005578631,0.209576888,-0.000979495,-0.015898276,-1.63E-05,4.47872,-0.2106406,4.492944,-0.1184619,-0.2589296,-0.04481307,,,,,,,
5_701.25_0,5,701.25,0,2.75,-0.01507739,0.010184304,0.284843772,-0.001378472,-0.021301606,0.000287471,4.073351,-0.2027338,4.027559,-0.02328379,-0.2480124,-0.0949801,,,,,,,
5_712.5_0,5,712.5,0,2.5,-0.012790092,0.007509376,0.251565053,-0.001176223,-0.018988303,7.47E-05,4.353374,-0.209043,4.345102,-0.08190344,-0.2534844,-0.06530818,,,,,,,
5_720_0,5,720,0,3,-0.017594276,0.012951325,0.329259626,-0.001630148,-0.024452104,0.000472278,3.955771,-0.1984883,3.883986,0.007973505,-0.2478553,-0.1117987,,,,,,,
5_742.5_0,5,742.5,0,2.75,-0.01520184,0.009613845,0.293549027,-0.001393557,-0.022071356,0.000188522,4.197387,-0.2051708,4.172946,-0.05061846,-0.2497013,-0.08114202,,,,,,,
5_750.0_0,5,750,0,2.5,-0.012752571,0.006934972,0.25847303,-0.001203471,-0.019600898,-1.79E-05,4.472544,-0.2092543,4.485363,-0.1131028,-0.2583946,-0.04870543,,,,,,,
5_240_1,5,240,1,2,-0.009624378,0.004443432,0.10754616,-0.000890272,-0.006807717,0.000206874,2.910376,-0.2406173,2.433694,0.04856906,-0.3123957,-0.1035655,,,,,,,
5_240_1,5,240,1,1,-0.002223722,0.000944712,0.038197949,-0.000198451,-0.002873131,1.09E-05,4.147818,-0.2088023,4.120731,-0.09356773,-0.2640118,-0.03070987,,,,,,,
5_243.75_1,5,243.75,1,1.25,-0.003655612,0.002160047,0.05704513,-0.000341174,-0.004042743,6.98E-05,3.960783,-0.2223003,3.707351,-0.003052389,-0.2990269,-0.1056337,,,,,,,
5_255_1,5,255,1,1,-0.002260086,0.000846806,0.039426608,-0.00020115,-0.002987436,-5.03E-06,4.280125,-0.2132825,4.283902,-0.1282314,-0.2660796,-0.01214658,,,,,,,
5_262.5_1,5,262.5,1,1.75,-0.006910882,0.004531891,0.094704853,-0.000658048,-0.006423279,0.000193,3.350015,-0.2204558,3.001323,0.05389835,-0.2993132,-0.1357477,,,,,,,
5_262.5_1,5,262.5,1,1.5,-0.005181559,0.003401139,0.077276009,-0.000496259,-0.005373387,0.000121104,3.722879,-0.2223143,3.419371,0.0264227,-0.304992,-0.1312181,,,,,,,
5_262.5_1,5,262.5,1,1.25,-0.003466168,0.001778182,0.057035489,-0.000315468,-0.004172459,6.55E-05,3.960061,-0.211048,3.826838,-0.0167874,-0.2739841,-0.07238554,,,,,,,
5_270.0_1,5,270,1,2.25,-0.012158583,0.005673806,0.136292119,-0.001129415,-0.008630857,0.000265423,2.913007,-0.2412248,2.437051,0.05106522,-0.3133984,-0.1055957,,,,,,,
5_270_1,5,270,1,2,-0.009158896,0.005125959,0.114589436,-0.000866227,-0.007556253,0.00023906,3.101334,-0.2272788,2.701896,0.05643344,-0.3030219,-0.1188225,,,,,,,
5_270.0_1,5,270,1,1.5,-0.005201385,0.003337489,0.078723103,-0.000496938,-0.005496535,0.00011815,3.792575,-0.222964,3.49776,0.02195723,-0.3049833,-0.1263553,,,,,,,
5_270_1,5,270,1,1,-0.002303299,0.000750373,0.040776788,-0.000204425,-0.003107741,-2.09E-05,4.425441,-0.2185382,4.455522,-0.1634735,-0.2688559,0.006637381,,,,,,,
5_281.25_1,5,281.25,1,1.25,-0.003409266,0.001651406,0.05806418,-0.000310538,-0.004325741,4.21E-05,4.031151,-0.2078654,3.967064,-0.04879081,-0.2679274,-0.05716759,,,,,,,
5_285_1,5,285,1,1,-0.002341558,0.000651685,0.042262075,-0.000208038,-0.003235179,-3.69E-05,4.585423,-0.2232935,4.637454,-0.1992912,-0.2720687,0.025951,,,,,,,
5_292.5_1,5,292.5,1,1.5,-0.005233,0.003152939,0.082416664,-0.000496237,-0.005837464,0.000104262,3.970409,-0.2237695,3.714748,0.00530674,-0.3032169,-0.111528,,,,,,,
5_300.0_1,5,300,1,2.5,-0.014981588,0.007063422,0.168427346,-0.001397141,-0.010669461,0.00033211,2.914874,-0.2416193,2.439574,0.05331027,-0.3142502,-0.1074067,,,,,,,
5_300_1,5,300,1,2,-0.009001614,0.005986688,0.123927905,-0.000862403,-0.008405968,0.000256619,3.354476,-0.2213613,3.005872,0.05792868,-0.300776,-0.1391376,,,,,,,
5_300.0_1,5,300,1,1.25,-0.003450879,0.001507826,0.059805089,-0.000311745,-0.004498918,1.79E-05,4.151217,-0.2113473,4.125371,-0.08123167,-0.2674884,-0.04038925,,,,,,,
5_300_1,5,300,1,1,-0.002384908,0.000544555,0.043757471,-0.00021203,-0.003363603,-5.37E-05,4.746536,-0.2285099,4.820863,-0.2367116,-0.2757685,0.04658677,,,,,,,
5_303.75_1,5,303.75,1,2.25,-0.011573662,0.006566248,0.145316519,-0.001097651,-0.009581818,0.000307269,3.106183,-0.2280588,2.706143,0.05952871,-0.3037105,-0.1217521,,,,,,,
5_306.25_1,5,306.25,1,1.75,-0.007011958,0.00469216,0.105346144,-0.000679498,-0.007326808,0.000168903,3.726213,-0.223012,3.423553,0.03205971,-0.307533,-0.1357114,,,,,,,
5_315.0_1,5,315,1,1.75,-0.007037795,0.004603229,0.107291701,-0.00068038,-0.007492666,0.000164916,3.795011,-0.2236625,3.50107,0.02778709,-0.3075391,-0.1308971,,,,,,,
5_315.0_1,5,315,1,1.5,-0.004955358,0.002609749,0.082268511,-0.000457242,-0.006018863,9.75E-05,3.963132,-0.21233,3.830651,-0.00809447,-0.2770507,-0.07907208,,,,,,,
5_318.75_1,5,318.75,1,1.25,-0.003506167,0.001352827,0.061709223,-0.000315561,-0.004676504,-7.47E-06,4.282386,-0.2156837,4.287527,-0.1152497,-0.2693715,-0.02249556,,,,,,,
5_330.0_1,5,330,1,2.75,-0.018088417,0.008615193,0.203948083,-0.001693472,-0.012923175,0.000407307,2.916186,-0.2418111,2.441461,0.05537834,-0.3149842,-0.1090471,,,,,,,
5_337.5_1,5,337.5,1,2.5,-0.014266904,0.008192243,0.179676286,-0.001356716,-0.011846746,0.000385023,3.109807,-0.2286364,2.7093,0.06226228,-0.3043342,-0.1242448,,,,,,,
5_337.5_1,5,337.5,1,2.25,-0.011368302,0.00765368,0.157084122,-0.001095498,-0.010655203,0.000329981,3.358072,-0.2221005,3.009439,0.06135374,-0.302262,-0.142058,,,,,,,
5_337.5_1,5,337.5,1,1.5,-0.004874103,0.002423829,0.083726621,-0.000449818,-0.006237948,6.30E-05,4.033052,-0.2091622,3.969723,-0.03979589,-0.2709181,-0.06419235,,,,,,,
5_337.5_1,5,337.5,1,1.25,-0.003569098,0.001194749,0.063802763,-0.000320344,-0.00486313,-3.30E-05,4.426556,-0.2205817,4.457839,-0.1498964,-0.272043,-0.004038255,,,,,,,
5_341.25_1,5,341.25,1,1.75,-0.0070844,0.004351828,0.112379457,-0.000679639,-0.007958043,0.000146209,3.974865,-0.2246509,3.718537,0.01184144,-0.3059934,-0.1165829,,,,,,,
5_350_1,5,350,1,2,-0.009112048,0.006204079,0.137739591,-0.000891688,-0.00958135,0.000225656,3.728146,-0.2234098,3.426192,0.03682744,-0.3095622,-0.1395677,,,,,,,
5_356.25_1,5,356.25,1,1.25,-0.003626306,0.001037735,0.066137467,-0.000325878,-0.005062787,-5.82E-05,4.587487,-0.2250763,4.640194,-0.1846711,-0.2753628,0.01460822,,,,,,,
5_360_1,5,360,1,3,-0.02147739,0.010330559,0.242843247,-0.002018245,-0.015391215,0.000491221,2.916996,-0.241863,2.442786,0.05729595,-0.3155959,-0.1105406,,,,,,,
5_360_1,5,360,1,2,-0.009145166,0.00608164,0.140262126,-0.000892828,-0.009796285,0.000220568,3.796403,-0.2240702,3.503064,0.03273525,-0.3095913,-0.1346792,,,,,,,
5_360.0_1,5,360,1,1.5,-0.004932749,0.002212226,0.086215997,-0.000451099,-0.006485802,2.73E-05,4.152199,-0.2125752,4.12697,-0.07200787,-0.2703222,-0.04772503,,,,,,,
5_367.5_1,5,367.5,1,1.75,-0.006707994,0.003610332,0.112127146,-0.00062542,-0.008203154,0.000136582,3.965748,-0.213228,3.833473,-0.001125651,-0.2794057,-0.08443263,,,,,,,
5_371.25_1,5,371.25,1,2.75,-0.017236314,0.010006742,0.217671646,-0.001643329,-0.014351131,0.00047279,3.112639,-0.2290459,2.71174,0.06475855,-0.3048757,-0.1264221,,,,,,,
5_375.0_1,5,375,1,2.5,-0.014012519,0.009530601,0.194187029,-0.001357494,-0.013170825,0.000413508,3.361259,-0.222743,3.012262,0.06438197,-0.3037079,-0.1445329,,,,,,,
5_375.0_1,5,375,1,1.25,-0.003696947,0.000870042,0.068436314,-0.00033206,-0.005261229,-8.45E-05,4.745952,-0.2304506,4.821475,-0.2210014,-0.2791995,0.03445685,,,,,,,
5_382.5_1,5,382.5,1,1.5,-0.005013975,0.001982045,0.088942332,-0.00045589,-0.006740512,-9.88E-06,4.282593,-0.2169707,4.288412,-0.1055733,-0.2718969,-0.03007816,,,,,,,
5_390_1,5,390,1,2,-0.00919867,0.005762488,0.146774823,-0.000890183,-0.01039767,0.000195409,3.972563,-0.2249774,3.718112,0.01692176,-0.3075243,-0.1209398,,,,,,,
5_393.75_1,5,393.75,1,2.25,-0.011477204,0.007934043,0.174442558,-0.001132701,-0.012135488,0.000291747,3.729008,-0.2235541,3.427509,0.04097324,-0.3111805,-0.1427959,,,,,,,
5_393.75_1,5,393.75,1,1.75,-0.006592499,0.003359613,0.114061704,-0.000614877,-0.008498521,8.86E-05,4.03383,-0.2098824,3.971174,-0.03270632,-0.2731709,-0.07000217,,,,,,,
5_405_1,5,405,1,3,-0.020480319,0.012009998,0.259303927,-0.001957675,-0.017094918,0.000570641,3.114921,-0.2293293,2.713663,0.06703944,-0.30538,-0.1283443,,,,,,,
5_405.0_1,5,405,1,2.25,-0.0115191,0.007770853,0.177620969,-0.001134125,-0.012405946,0.000285403,3.796932,-0.2242325,3.503907,0.03701966,-0.3112274,-0.1378068,,,,,,,
5_405.0_1,5,405,1,1.5,-0.005098188,0.001745178,0.091932719,-0.000462386,-0.007007201,-4.74E-05,4.425586,-0.2215204,4.457378,-0.1398401,-0.274475,-0.01178645,,,,,,,
5_412.5_1,5,412.5,1,2.75,-0.016929175,0.011617091,0.235192602,-0.001648603,-0.015951336,0.00050726,3.363455,-0.2232309,3.014255,0.06704144,-0.3051011,-0.1466429,,,,,,,
5_420_1,5,420,1,2,-0.008727182,0.004785638,0.146645128,-0.00082037,-0.010726554,0.000183186,3.96883,-0.2139777,3.836061,0.004668341,-0.281402,-0.08893364,,,,,,,
5_420.0_1,5,420,1,1.75,-0.006671673,0.003062176,0.117429497,-0.000616173,-0.008833838,3.91E-05,4.152208,-0.2132726,4.12739,-0.06473464,-0.2724715,-0.05360009,,,,,,,
5_427.5_1,5,427.5,1,1.5,-0.005181031,0.001516097,0.095306964,-0.000470197,-0.007295139,-8.41E-05,4.587088,-0.2259755,4.639943,-0.1739508,-0.2778434,0.006385532,,,,,,,
5_437.5_1,5,437.5,1,2.5,-0.014103362,0.009883193,0.215444181,-0.001402659,-0.014988604,0.000367334,3.729098,-0.223499,3.427951,0.04460558,-0.3125296,-0.1455359,,,,,,,
5_438.75_1,5,438.75,1,2.25,-0.011566862,0.00740698,0.185499828,-0.001126224,-0.013152711,0.000251598,3.965216,-0.2248719,3.714811,0.02090562,-0.3079261,-0.1251384,,,,,,,
5_446.25_1,5,446.25,1,1.75,-0.006784242,0.00273602,0.121127696,-0.000622157,-0.009179754,-1.21E-05,4.282143,-0.2177282,4.288406,-0.09796063,-0.2739017,-0.03596056,,,,,,,
5_450_1,5,450,1,3,-0.020118894,0.01391141,0.280088861,-0.001968972,-0.018995849,0.000611247,3.36485,-0.223622,3.015558,0.06939079,-0.3064307,-0.1484389,,,,,,,
5_450.0_1,5,450,1,2.5,-0.014155296,0.009675026,0.219354815,-0.001404123,-0.015321089,0.000359482,3.796765,-0.2241961,3.504,0.04074329,-0.3125287,-0.1404949,,,,,,,
5_450_1,5,450,1,2,-0.008564889,0.004450855,0.149066526,-0.000805387,-0.011106781,0.00011948,4.034021,-0.2103264,3.971732,-0.02679845,-0.2748174,-0.07461162,,,,,,,
5_450.0_1,5,450,1,1.5,-0.005292468,0.001276315,0.098587501,-0.000478919,-0.007579448,-0.000121991,4.744094,-0.2317865,4.820245,-0.2094575,-0.2817041,0.02555951,,,,,,,
5_472.5_1,5,472.5,1,2.25,-0.011014255,0.006138922,0.185845521,-0.001042348,-0.013589062,0.000237439,3.972365,-0.2146348,3.838342,0.0095775,-0.2831671,-0.0927841,,,,,,,
5_472.5_1,5,472.5,1,1.75,-0.006891044,0.002404481,0.1251668,-0.000630453,-0.00954003,-6.41E-05,4.424028,-0.2219749,4.456065,-0.1319758,-0.2763375,-0.01780048,,,,,,,
5_480_1,5,480,1,2,-0.0086664,0.004051638,0.153442331,-0.00080657,-0.01154268,5.37E-05,4.15175,-0.2136576,4.12715,-0.05874059,-0.2740205,-0.05825626,,,,,,,
5_481.25_1,5,481.25,1,2.75,-0.016990321,0.012048657,0.26074576,-0.001701408,-0.018140197,0.00045255,3.728788,-0.2233393,3.427812,0.04781639,-0.3136418,-0.1478425,,,,,,,
5_487.5_1,5,487.5,1,2.5,-0.014183901,0.009310819,0.228569394,-0.00138677,-0.016225669,0.000314191,3.956082,-0.2244869,3.710859,0.0240049,-0.3075298,-0.1294812,,,,,,,
5_495.0_1,5,495,1,2.75,-0.017053212,0.011793313,0.265455047,-0.001702699,-0.01854093,0.000442821,3.79611,-0.2240516,3.50354,0.0439937,-0.313567,-0.1428107,,,,,,,
5_498.75_1,5,498.75,1,1.75,-0.007008427,0.002093002,0.129797858,-0.000640491,-0.00993369,-0.000114331,4.586865,-0.2265484,4.639396,-0.1655492,-0.2795421,-0.000116832,,,,,,,
5_506.25_1,5,506.25,1,2.25,-0.010788121,0.005701691,0.188724276,-0.00102106,-0.014061346,0.000155443,4.03356,-0.2105557,3.971453,-0.0218938,-0.2759965,-0.07844683,,,,,,,
5_510_1,5,510,1,2,-0.008812092,0.003621762,0.158233023,-0.0008135,-0.011990975,-1.44E-05,4.280585,-0.2180761,4.286877,-0.09188499,-0.2752178,-0.04082026,,,,,,,
5_525_1,5,525,1,3,-0.020136538,0.014435621,0.310326622,-0.002028487,-0.021589027,0.000547373,3.728016,-0.2231133,3.427153,0.05065718,-0.3145032,-0.1498778,,,,,,,
5_525.0_1,5,525,1,2.5,-0.013561244,0.00767308,0.229678287,-0.001290843,-0.016788489,0.000299379,3.975042,-0.2150702,3.83983,0.0137674,-0.2845991,-0.09615353,,,,,,,
5_525.0_1,5,525,1,1.75,-0.007165269,0.001771004,0.134192995,-0.000651758,-0.010316197,-0.000165779,4.741379,-0.2325331,4.817582,-0.2003387,-0.2832258,0.01845932,,,,,,,
5_536.25_1,5,536.25,1,2.75,-0.017052116,0.011463133,0.27612634,-0.001675338,-0.01962287,0.000382633,3.948493,-0.2239907,3.707947,0.02642279,-0.3074046,-0.1335775,,,,,,,
5_540_1,5,540,1,3,-0.020209751,0.014135128,0.315890076,-0.002029151,-0.02206365,0.000535362,3.794824,-0.2238212,3.502499,0.04683596,-0.3143041,-0.1449378,,,,,,,
5_540.0_1,5,540,1,2.25,-0.010913811,0.005184425,0.194224707,-0.00102157,-0.014609587,7.10E-05,4.150458,-0.2138195,4.12585,-0.05377903,-0.2749863,-0.06210123,,,,,,,
5_540_1,5,540,1,2,-0.008943836,0.003178663,0.163469645,-0.000823532,-0.012457801,-8.31E-05,4.421405,-0.222101,4.453171,-0.1257156,-0.2774516,-0.02274203,,,,,,,
5_562.5_1,5,562.5,1,2.5,-0.013256445,0.007108469,0.233012227,-0.00126129,-0.017360173,0.00019647,4.032405,-0.2105703,3.970307,-0.01776535,-0.2767376,-0.08161229,,,,,,,
5_570_1,5,570,1,2,-0.009095917,0.002767848,0.169513487,-0.000836144,-0.012971301,-0.000148916,4.584102,-0.22661,4.636233,-0.158826,-0.2805626,-0.005327367,,,,,,,
5_573.75_1,5,573.75,1,2.25,-0.011088903,0.004631445,0.200237918,-0.001029553,-0.015172644,-1.63E-05,4.27821,-0.2180346,4.28433,-0.08684912,-0.276025,-0.04473582,,,,,,,
5_577.5_1,5,577.5,1,2.75,-0.016361715,0.009387694,0.278098846,-0.001565318,-0.020323072,0.000369082,3.976493,-0.2152799,3.840488,0.01738711,-0.2856844,-0.09911109,,,,,,,
5_585_1,5,585,1,3,-0.020178206,0.013873372,0.328249315,-0.001994402,-0.023346073,0.000457321,3.943036,-0.2235163,3.706018,0.02845326,-0.3078362,-0.1375151,,,,,,,
5_600.0_1,5,600,1,2.5,-0.013407663,0.006458432,0.239765073,-0.001261298,-0.018033465,9.08E-05,4.148629,-0.213759,4.123858,-0.04965347,-0.2756396,-0.06528762,,,,,,,
5_600_1,5,600,1,2,-0.009313535,0.002353532,0.175291569,-0.00085116,-0.013474179,-0.000215815,4.7396,-0.2329187,4.815535,-0.1929691,-0.284432,0.01272109,,,,,,,
5_607.5_1,5,607.5,1,2.25,-0.011243691,0.00406182,0.206825941,-0.001041725,-0.015759253,-0.000104232,4.418176,-0.2217917,4.449422,-0.1205223,-0.2781807,-0.02675483,,,,,,,
5_618.75_1,5,618.75,1,2.75,-0.015964848,0.008672389,0.281920237,-0.001526157,-0.021002319,0.000242552,4.030793,-0.2104018,3.968582,-0.0142373,-0.2772289,-0.08429193,,,,,,,
5_630_1,5,630,1,3,-0.019408964,0.011279639,0.331064102,-0.001864831,-0.024189847,0.000446705,3.976674,-0.2152777,3.840183,0.02057256,-0.286382,-0.1016855,,,,,,,
5_637.5_1,5,637.5,1,2.5,-0.013612275,0.005766039,0.24713089,-0.001270256,-0.01872351,-1.81E-05,4.275367,-0.2177674,4.281156,-0.08263674,-0.2765274,-0.04797884,,,,,,,
5_641.25_1,5,641.25,1,2.25,-0.011449612,0.003552571,0.214529572,-0.001058004,-0.01641323,-0.000187532,4.582004,-0.226563,4.63361,-0.1531845,-0.2814441,-0.009835783,,,,,,,
5_660.0_1,5,660,1,2.75,-0.016140553,0.007871457,0.290035867,-0.00152502,-0.021811845,0.000113133,4.146213,-0.21348,4.121138,-0.04612906,-0.275962,-0.06795005,,,,,,,
5_675_1,5,675,1,3,-0.018908025,0.010395195,0.335424738,-0.001814963,-0.024985321,0.000293662,4.028708,-0.2100731,3.966219,-0.01118241,-0.2774523,-0.08661378,,,,,,,
5_675.0_1,5,675,1,2.5,-0.013790122,0.00505885,0.255230888,-0.00128484,-0.01944484,-0.000126969,4.414748,-0.22128,4.445576,-0.1160124,-0.2786361,-0.03016845,,,,,,,
5_675.0_1,5,675,1,2.25,-0.011723707,0.003016804,0.221720377,-0.001074256,-0.017040725,-0.000272825,4.73489,-0.2328433,4.810369,-0.187029,-0.2846231,0.00813727,,,,,,,
5_701.25_1,5,701.25,1,2.75,-0.016374118,0.007023336,0.298880964,-0.001534607,-0.022640769,-1.95E-05,4.271978,-0.2172809,4.277284,-0.0789826,-0.2766609,-0.0506881,,,,,,,
5_712.5_1,5,712.5,1,2.5,-0.014047475,0.004427033,0.26472047,-0.001302347,-0.02024924,-0.000229601,4.578215,-0.2260962,4.629082,-0.1482425,-0.281376,-0.01344594,,,,,,,
5_720_1,5,720,1,3,-0.0191041,0.00942415,0.34500985,-0.00181209,-0.025942542,0.000138423,4.143244,-0.2129883,4.117781,-0.04301417,-0.2759862,-0.07022532,,,,,,,
5_742.5_1,5,742.5,1,2.75,-0.016577235,0.006161142,0.308631048,-0.001550791,-0.023508744,-0.000151433,4.410634,-0.2206106,4.440789,-0.1120783,-0.2785456,-0.03299553,,,,,,,
5_750.0_1,5,750,1,2.5,-0.014385775,0.003753338,0.273549348,-0.001320461,-0.021019566,-0.000336077,4.730252,-0.2323658,4.804822,-0.1819408,-0.2841818,0.004456786,,,,,,,
5_240_3,5,240,3,2,-0.010288212,0.001542597,0.112091722,-0.000943457,-0.007165549,9.25E-06,3.031769,-0.2554394,2.558927,-0.02146046,-0.3305812,-0.0257158,,,,,,,
5_240_3,5,240,3,1,-0.002498535,-7.81E-05,0.041428003,-0.000220332,-0.003167082,-8.21E-05,4.491215,-0.2295264,4.531134,-0.2220829,-0.2925697,0.07799205,,,,,,,
5_243.75_3,5,243.75,3,1.25,-0.004056731,0.000813269,0.060721317,-0.000380882,-0.004367266,-5.52E-05,4.211495,-0.2436942,3.997825,-0.1163062,-0.3333813,-0.01428885,,,,,,,
5_255_3,5,255,3,1,-0.002540891,-0.000234709,0.042870558,-0.000222289,-0.003304706,-0.000104889,4.645922,-0.2341443,4.726635,-0.2657281,-0.2934662,0.1023417,,,,,,,
5_262.5_3,5,262.5,3,1.75,-0.007764886,0.001742083,0.100059854,-0.000735142,-0.006807767,1.75E-06,3.536967,-0.2471753,3.177224,-0.03417417,-0.3343166,-0.03933723,,,,,,,
5_262.5_3,5,262.5,3,1.5,-0.005736698,0.001444104,0.081944047,-0.00055302,-0.005764921,-3.69E-05,3.944573,-0.2437878,3.663289,-0.07300279,-0.3395784,-0.03859366,,,,,,,
5_262.5_3,5,262.5,3,1.25,-0.004078357,0.000659831,0.062749864,-0.000373954,-0.004603388,-7.83E-05,4.351363,-0.2448693,4.213453,-0.1457203,-0.3254192,0.002809585,,,,,,,
5_270.0_3,5,270,3,2.25,-0.012989802,0.002000858,0.142036739,-0.001195286,-0.009084966,1.68E-05,3.034296,-0.2559915,2.562786,-0.01857636,-0.3312313,-0.02765104,,,,,,,
